566,26
567,26
568,26
569,26
570,26
571,26
572,26
573,26
574,26
575,26
576,26
577,26
578,26
579,26
580,26
581,26
582,26
583,26
584,26
585,26
624,29
623,29
625,29
626,29
628,29
629,29
631,29
632,29
633,29
630,29
634,29
635,29
636,29
637,29
638,29
639,29
640,29
62,29
63,29
627,29
153,5
154,5
155,5
156,5
157,5
158,5
159,5
161,5
160,5
162,5
163,5
164,5
165,5
166,5
167,5
168,5
169,5
170,5
171,5
172,5
173,5
295,12
296,12
297,12
298,12
299,12
300,12
301,12
302,12
303,12
304,12
305,12
306,12
307,12
46,24
40,24
54,24
52,24
39,24
57,24
43,24
44,24
49,24
41,24
42,24
56,24
53,24
48,24
45,24
552,24
553,24
51,24
50,24
58,25
59,25
60,25
565,25
61,25
563,25
554,25
555,25
556,25
557,25
1280,25
559,25
560,25
561,25
562,25
564,25
342,15
343,15
344,15
345,15
346,15
347,15
352,15
353,15
354,15
348,15
349,15
350,15
351,15
355,15
356,15
357,15
358,15
66,30
65,30
69,30
71,30
72,30
75,30
76,30
77,30
79,30
80,30
81,30
78,30
67,30
73,30
64,30
70,30
74,30
337,14
339,14
333,14
334,14
330,14
327,14
326,14
341,14
335,14
340,14
336,14
338,14
329,14
328,14
331,14
332,14
453,21
481,21
495,21
476,21
472,21
479,21
469,21
475,21
454,21
457,21
458,21
460,21
491,21
463,21
465,21
466,21
468,21
471,21
474,21
480,21
482,21
484,21
485,21
487,21
488,21
489,21
478,21
493,21
496,21
470,21
486,21
459,21
477,21
483,21
464,21
461,21
473,21
490,21
494,21
456,21
121,3
120,3
114,3
115,3
101,3
116,3
109,3
118,3
104,3
103,3
119,3
108,3
102,3
107,3
112,3
105,3
117,3
110,3
111,3
113,3
106,3
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
98,2
95,2
96,2
97,2
100,2
99,2
122,4
124,4
125,4
127,4
128,4
130,4
131,4
133,4
123,4
135,4
136,4
137,4
138,4
139,4
140,4
141,4
142,4
144,4
145,4
146,4
147,4
149,4
150,4
151,4
152,4
174,6
186,6
175,6
179,6
190,6
176,6
191,6
192,6
188,6
187,6
177,6
178,6
181,6
185,6
193,6
184,6
183,6
189,6
182,6
180,6
225,9
226,9
227,9
228,9
229,9
230,9
231,9
232,9
233,9
234,9
235,9
236,9
237,9
238,9
239,9
240,9
241,9
242,9
243,9
244,9
245,9
246,9
247,9
248,9
249,9
250,9
251,9
252,10
253,10
254,10
255,10
257,10
258,10
256,10
260,10
259,10
261,10
262,10
263,10
264,10
265,10
266,10
267,10
268,10
269,10
202,8
203,8
204,8
205,8
206,8
207,8
208,8
209,8
210,8
211,8
212,8
213,8
214,8
1279,8
216,8
217,8
218,8
219,8
220,8
221,8
222,8
223,8
224,8
194,7
197,7
198,7
196,7
201,7
195,7
199,7
200,7
270,11
271,11
272,11
273,11
275,11
274,11
276,11
277,11
278,11
279,11
280,11
281,11
282,11
283,11
284,11
285,11
286,11
287,11
288,11
289,11
290,11
291,11
292,11
294,11
293,11
308,13
310,13
313,13
311,13
312,13
314,13
315,13
316,13
309,13
318,13
317,13
319,13
320,13
321,13
322,13
323,13
324,13
325,13
365,17
366,17
367,17
368,17
369,17
370,17
371,17
373,17
374,17
375,17
372,17
403,19
404,19
406,19
405,19
407,19
408,19
409,19
410,19
411,19
412,19
413,19
414,19
415,19
416,19
417,19
420,19
418,19
419,19
421,19
422,19
423,19
424,19
425,19
426,19
427,19
428,19
429,19
376,18
377,18
378,18
379,18
381,18
308,18
382,18
383,18
384,18
385,18
386,18
387,18
388,18
390,18
389,18
391,18
392,18
393,18
394,18
402,18
395,18
396,18
397,18
398,18
399,18
400,18
401,18
531,23
532,23
533,23
534,23
535,23
536,23
537,23
538,23
540,23
541,23
542,23
543,23
544,23
545,23
546,23
547,23
548,23
549,23
539,23
550,23
551,23
586,27
587,27
588,27
589,27
590,27
591,27
592,27
593,27
594,27
595,27
215,27
596,27
597,27
598,28
599,28
600,28
601,28
602,28
603,28
604,28
605,28
606,28
607,28
608,28
609,28
610,28
611,28
612,28
613,28
614,28
615,28
616,28
617,28
618,28
619,28
620,28
621,28
622,28
